street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
LA TOUCHE COURT,6,4,1,6,14,0,missing,0,326219,BLUEBELL ROAD,missing,missing
LA TOUCHE DRIVE,6,4,2,6,14,199,missing,0,326224,BLUEBELL ROAD,LA TOUCHE DRIVE,Céide Latúis
LA TOUCHE ROAD,6,4,2,6,14,74,missing,0,326224,NAAS ROAD,BLUEBELL ROAD,Bóthar Latúis
LA TOUCHE ROAD,3,4,2,6,14,556,missing,0,326224,NAAS ROAD,BLUEBELL ROAD,Bóthar Latúis
LAD LANE,7,5,1,18,10,458,missing,0,326416,BAGGOT STREET LOWER,HAYDENS COURT,Lána Lad
LADYS LANE,6,4,2,1,1,70,missing,0,326312,OLD KILMAINHAIN,missing,missing
LAGAN ROAD,4,1,2,11,19,640,missing,1972,319702,BALLYBOGGAN ROAD,missing,Bóthar an Lagáin
LAKELANDS PARK,6,4,2,13,21,210,missing,0,332818,TEMPLEOGUE ROAD,missing,Páirc Feorann na Locha
LALLY ROAD,6,4,2,4,12,389,missing,0,326214,LANDEN ROAD,O'HOGAN ROAD,missing
LALLY ROAD,3,4,2,4,12,193,missing,0,326214,LANDEN ROAD,O'HOGAN ROAD,missing
LAMB ALLEY,4,4,1,6,6,154,missing,0,326309,DEAN SWIFT SQUARE,CORNMARKET,missing
LAMBAY ROAD,6,1,2,14,22,256,missing,0,319705,GRIFFITH AVENUE,HOMEFARM ROAD,Bóthar Rachla
LANDEN ROAD,3,4,1,4,12,180,missing,0,326213,KYLEMORE ROAD,SARSFIELD ROAD,Bóthar Landen
LANDEN ROAD,6,4,1,4,12,1288,missing,0,326213,KYLEMORE ROAD,SARSFIELD ROAD,Bóthar Landen
LANGRISHE PLACE,6,1,3,9,9,73,missing,0,319821,SUMMERHILL,missing,Plás Langrishe
LANSDOWNE LANE,6,5,3,16,29,123,missing,0,326418,SHELBOURNE ROAD,missing,Lána Lansdún
LANSDOWNE PARK,6,5,3,16,29,561,missing,0,326417,LANSDOWNE ROAD,HADDINGTON ROAD,Páirc Lansdún
LANSDOWNE PARK,6,5,2,16,29,251,missing,0,326417,LANSDOWNE ROAD,HADDINGTON ROAD,Páirc Lansdún
LANSDOWNE ROAD,3,5,1,16,29,33,missing,0,326418,NORTHUMBERLAND ROAD,HERBERT BRIDGE,Bóthar Lansdún
LANSDOWNE ROAD,3,5,3,16,29,270,missing,0,326418,NORTHUMBERLAND ROAD,HERBERT BRIDGE,Bóthar Lansdún
LANSDOWNE ROAD,4,5,1,16,29,423,missing,0,326418,NORTHUMBERLAND ROAD,HERBERT BRIDGE,Bóthar Lansdún
LANSDOWNE VALLEY,6,4,3,8,16,85,missing,0,332705,SLIEVE BROOM PARK,missing,Gleann Lansdún
LANDSDOWNE VALLEY PARK,6,4,1,8,16,230,missing,1995,326220,DAVITT ROAD,missing,Páirc Ghleann Lansdúin
LANSDOWNE VILLAGE,6,5,1,17,30,274,missing,0,326413,NEWBRIDGE AVENUE,missing,Sráid Bhaile Lansdún
LARACOR GARDENS,6,3,2,4,4,44,missing,0,313308,ARDARA AVENUE,missing,Gairdíní Laracor
LARAGH CLOSE,6,3,2,4,4,91,missing,0,313313,LARAGH GROVE,missing,Corrán Láthrach
LARAGH GROVE,6,3,2,4,4,110,missing,0,313308,CARRAROE AVENUE,missing,Garrán Láthrach
LARCH GROVE,6,5,2,11,24,64,missing,0,332902,SANDFORD ROAD,missing,Garrán na Léaróg
LARKFIELD AVENUE,6,4,3,12,20,283,missing,0,313308,LOWER KIMMAGE ROAD,PRIORY ROAD,Ascaill Achadh na Faiseóige
LARKFIELD GARDENS,5,4,2,12,20,511,missing,0,313308,DERRAVARAGH ROAD,LARKFIELD AVENUE,Gairdíní Achadh na Faiseóige
LARKFIELD GROVE,6,4,2,12,20,405,missing,0,332808,PRIORY ROAD,LARKFIELD GARDENS,Garrán Achadha Faiseóige
LARKFIELD PARK,3,4,1,12,20,193,missing,0,332808,LARKFIELD GROVE,LARKFIELD AVENUE,Páirc Achadh na Faiseóige
LARKHILL ROAD,3,2,2,8,8,1009,missing,0,313216,COLLINS AVENUE WEST,COLLINS AVENUE EAST,Bóthar na Fuiseoige
LARKHILL ROAD,6,2,2,8,8,236,missing,0,313216,COLLINS AVENUE WEST,COLLINS AVENUE EAST,Bóthar na Fuiseoige
LAUNDRY LANE,7,5,2,6,19,91,missing,0,332809,HAROLDS CROSS ROAD,missing,Lána Níocháin ?
LAURELTON,6,5,1,6,19,174,missing,0,332819,MEADOWBANK,missing,missing
LAVARNA GROVE,6,4,2,13,21,593,missing,0,332813,TERENURE ROAD WEST,FORTFIELD ROAD,Garrán Leath Bhearna
LAVARNA ROAD,6,4,2,13,21,249,missing,0,332812,LAVARNA GROVE,missing,Bóthar Leath Bhearna
LAVERTY COURT,7,5,2,18,10,117,missing,0,326416,QUINNS LANE,missing,Cúirt Uí Laitheartaigh
LAVISTA AVENUE,7,3,2,14,14,94,missing,0,319805,KILLESTER AVENUE,missing,Ascaill Teamhrach
LAWRENCE GROVE,6,3,1,15,15,282,missing,0,319814,HOWTH ROAD,missing,Garrán Labhráis
LE FANU DRIVE,6,4,1,2,10,137,missing,0,326218,CLOVERHILL ROAD,missing,Céide Le Fanú
LE FANU ROAD,4,4,3,2,10,157,missing,0,326212,KYLEMORE ROAD,KYLEMORE PARK NORTH,Bóthar Le Fanú
LE FANU ROAD,4,4,1,2,10,1108,missing,0,326212,KYLEMORE ROAD,KYLEMORE PARK NORTH,Bóthar Le Fanú
LE VERE TERRACE,6,5,2,3,16,63,missing,0,326324,HAROLDS CROSS ROAD,missing,Ardán Leiféar
LEA CRESCENT,6,5,2,17,30,62,missing,0,326425,LEA ROAD,missing,Corrán an Bháin
LEA ROAD,5,5,3,17,30,298,missing,0,326420,STRAND ROAD,GILFORD AVENUE,missing
LEAHY'S TERRACE,5,5,3,17,30,206,missing,0,326419,SANDYMOUNT ROAD,BEACH ROAD,missing
LEE ROAD,4,1,2,11,19,234,missing,0,319708,SLANEY ROAD,missing,Bóthar na Laoi
LEESON CLOSE,7,5,2,18,10,112,missing,0,326416,LEESON STREET LOWER,missing,Clós Chill Mochargáin
LEESON LANE,7,5,1,18,10,113,missing,0,326416,QUINNS LANE,LEESON STREET LOWER,Lána Chill Mochargáin
LEESON PARK,5,5,1,10,23,479,missing,0,326421,DARTMOUTH ROAD,APPIAN WAY,Páirc Chill Mochargáin
LEESON PARK AVENUE,6,5,3,11,24,206,missing,0,326421,APPIAN WAY,missing,Ascaill Pháirc Chill Mochargáin
LEESON PLACE,7,5,2,14,6,122,missing,0,326416,ADELAIDE ROAD,missing,Plás Chill Mochargáin
LEESON STREET LOWER,1,5,1,R16,R12,547,N011,0,326416,WILTON TERRACE,EARLSFORD TERRACE,Sráid Chill Mochargáin íocht
LEESON STREET UPPER,1,5,1,R06,R17,768,N011,0,326421,GRAND PARADE,WELLINGTON PLACE,missing
LEESON VILLAGE,7,5,1,10,23,0,missing,0,326422,LEESON STREET UPPER,missing,missing
LEICESTER AVENUE,4,5,3,4,17,316,missing,0,332809,RATHGAR ROAD,KENILWORTH SQUARE EAST,Ascaill Leastar
LEIGHLIN ROAD,6,4,2,10,18,579,missing,0,332802,KILDARE ROAD,CLONMACNOISE ROAD,Bóthar Léithghlinn
LEIN GARDENS,6,3,2,10,10,210,missing,0,313321,HARMONSTOWN ROAD,missing,Gairdíní Léin
LEIN GARDENS,6,3,3,10,10,240,missing,0,313321,HARMONSTOWN ROAD,missing,Gairdíní Léin
LEIN PARK,6,3,2,10,10,468,missing,0,313321,LEIN GARDENS,missing,Páirc Léin
LEIN ROAD,6,3,2,10,10,511,missing,0,313321,HARMONSTOWN ROAD,MCAULEY AVENUE,Bóthar Léin
LEINSTER AVENUE,6,1,2,16,16,266,missing,0,319817,NORTH STRAND ROAD,STONEY AVENUE,Ascaill Laighean
LANSDOWNE HALL,6,5,1,17,30,90,missing,0,,TRITONVILLE,missing,missing
LEINSTER LANE,7,5,2,17,9,123,missing,0,326411,LEINSTER STREET,missing,Lána Laighean
LEINSTER MARKET,7,5,2,16,8,67,missing,0,326406,HAWKIINS STREET,D'OLIER STREET,Margadh Laughean
LEINSTER PLACE,6,5,3,3,16,138,missing,0,332804,PARKVIEW AVENUE,LEINSTER ROAD,Plás Laighean
LEINSTER ROAD,4,5,1,R10,R21,979,missing,0,332804,HAROLD'S CROSS ROAD,RATHMINES ROAD LOWER,Bóthar Laighean
LEINSTER ROAD WEST,6,5,3,4,17,349,missing,0,332809,HAROLD'S CROSS ROAD,LEINSTER ROAD,Bóthar Laighean Thiar
LEINSTER SQUARE,6,5,1,6,19,216,missing,0,332805,RATHMINES ROAD LOWER,PRINCE AUTHER TERRACE,Cearnóg Laighean
LEINSTER STREET EAST,6,1,3,16,16,78,missing,0,319817,SPENCER STREET,STONEY ROAD,Sráid Laighean Thoir
LEINSTER STREET NORTH,5,1,3,12,20,259,missing,0,319714,SHANDON ROAD,PHIBSBOROUGH ROAD,missing
LEINSTER STREET SOUTH,2,5,1,R13,R09,148,R118,0,326406,KILDARE STREET,CLARE STREET,missing
LEITRIM PLACE,6,5,4,16,29,86,missing,0,326512,GRAND CANAL STREET UPPER,missing,Plás Liatruim
LEIX ROAD,6,1,2,12,20,478,missing,0,319718,QUARRY ROAD,DOWTH AVENUE,Bóthar Laoise
LEMON STREET,6,5,4,17,9,58,missing,0,326315,DUKE LANE,GRAFTON STREET,Sráid LeimíonLíomóid?
LENNON'S COTTAGES,7,5,2,17,30,37,missing,0,332910,MERRION ROAD,missing,missing
LENNOX PLACE,7,5,1,12,4,119,missing,0,326325,PORTOBELLO ROAD,LENNOX STREET,Plás leamhna
LENNOX STREET,4,5,1,12,4,296,missing,0,326320,KINGSLAND PARK AVENUE,RICHMOND STREET SOUTH,Sráid Leamhna
LENNOX TERRACE,7,5,2,12,4,75,missing,0,,LENNOX STREET,PORTOBELLO HARBOUR,Ardán Leamhna
LENTISK LAWN,6,3,2,4,4,106,missing,0,313308,KILFENORA DRIVE,missing,missing
LEO AVENUE,6,1,3,5,5,37,missing,0,319720,LEO STREET,missing,Ascaill Leo
LEO STREET,5,1,3,5,5,171,missing,0,319720,ECCLES PLACE,missing,Sráid Leo
LESLIE'S BUILDINGS,6,1,1,2,2,56,missing,0,,AVONDALE ROAD,missing,missing
LEUKOS ROAD,6,5,1,18,31,75,missing,0,326414,PINE ROAD,missing,Bóthar Leukos
LIBERTY LANE,7,5,4,11,3,133,missing,0,,KEVIN STREET LOWER,CAMDEN ROW,Lána na Saoirse
LIFFEY STREET LOWER,4,1,1,12,12,138,missing,0,326305,ORMOND QUAY LOWER,MIDDLE ABBEY STREET,missing
LIFFEY STREET SOUTH,6,4,3,4,12,122,missing,0,,FIRST AVENUE,SAINT MARY'S AVENUE WEST,missing
LIFFEY STREET WEST,4,1,1,1,1,75,missing,0,,BENBURB STREET,SARSFIELD QUAY,missing
LIME STREET,4,5,1,19,11,169,missing,0,,SIR JOHN ROGERSONS QUAY,HANOVER STREET,Sráid an Aoil
LIMEKILN LANE,7,4,2,11,19,68,missing,0,,GREENMOUNT AVENUE,missing,Lána an Teiníolach
LIMEWOOD AVENUE,6,3,2,4,4,223,missing,0,313312,LIMEWOOD PARK,missing,Ascaill Coill Teile
LIMEWOOD PARK,6,3,2,4,4,240,missing,0,313312,TONLEGEE ROAD,LIMEWOOD AVENUE,Páirc Coill Teile
LIMEWOOD ROAD,6,3,2,4,4,195,missing,0,,missing,missing,Bóthar Coill Teile
LINCOLN LANE,6,1,1,3,3,86,missing,0,,ARRAN QUAY,PHOENIX STREET SOUTH,Lána Lincoln
LINCOLN PLACE,2,5,1,R14,R10,137,R118,0,,CLARE STREET,WESTLAND ROW,Plás Lincoln
LINDSAY ROAD,5,1,3,13,21,592,missing,0,319714,BOTANIC ROAD,SAINT COLOMBUS ROAD,Bóthar Uí Loingsigh
LINENHALL PARADE,6,1,2,6,6,57,missing,0,326304,LINENHALL TERRACE,LURGAN STREET,Paráid Halla an lín
LINENHALL STREET,6,1,2,6,6,60,missing,0,326304,LINENHALL PARADE,NORTH KING STREET,Sráid Halla an Lín
LINENHALL TERRACE,6,1,2,6,6,122,missing,0,,COLERAINE STREET,LINENHALL PARADE,Ardán Halla an Lín
LISBURN STREET,6,1,2,6,6,75,missing,0,,LURGAN STREET,COLERAINE STREET,Sráid Lios na gCearrbhach
LISCANNOR ROAD,6,1,2,11,19,190,missing,0,319712,KILLALA ROAD,DUNMANUS ROAD,Bóthar Lios Ceannúir
LISLE ROAD,6,4,2,10,18,180,missing,0,332806,SAINT MARY'S ROAD,missing,Bóthar Lisle
LISMEEN GROVE,7,3,1,9,9,70,missing,0,,BEECH PARK AVENUE,COOLOCK,missing
LISMORE ROAD,6,4,2,10,18,580,missing,0,332802,FERNS ROAD,CLONMACNOISE ROAD,Bóthar Lios Mór
LISSADEL AVENUE,6,4,2,8,16,401,missing,0,326321,LISSADEL ROAD,LISSADEL DRIVE,Ascaill Leasa an Daill
LISSADEL COURT,6,4,3,8,16,0,missing,0,326321,LISSADEL ROAD CRUMLIN,missing,Cúirt Leasa an Daill
LISSADEL DRIVE,6,4,2,8,16,352,missing,0,326321,BENBULBIN ROAD,DROMORE ROAD,Céide Leasa an Daill
LISSADEL ROAD,6,4,2,8,16,268,missing,0,326321,KNOCKNAREA AVENUE,RAFTUS LANE,Bóthar Leasa an Daill
LITTON LANE,7,1,4,12,12,63,missing,0,,LOTTS,BACHELORS WALK,Lána Leatán
LOFTUS LANE,7,1,2,11,11,183,missing,0,,CAPEL STREET,KINGS INNS STREET,Lána ó Lachtnáin
LOMBARD COURT,6,5,1,19,11,138,missing,0,,LOMBARD ST. EAST,missing,missing
LOMBARD STREET EAST,2,5,1,R15,R11,291,R814,0,326406,PEARSE STREET,CITY QUAY,missing
LOMBARD STREET WEST,6,5,1,R15,R11,344,missing,0,326319,ARNOTT STREET,CLANBRASSIL STREET,missing
LOMOND AVENUE,6,3,3,15,17,112,missing,0,,INVERNESS ROAD,PHILIPSBURGH AVENUE,Ascaill Lomain
LONDONBRIDGE DRIVE,6,5,1,17,30,106,missing,0,326413,LONDONBRIDGE ROAD,missing,missing
LONDONBRIDGE ROAD,2,5,1,17,30,327,R111,0,326413,IRISHTOWN ROAD,BATH AVENUE,Bóthar Droichead Londain
LONG LANE,7,1,2,11,11,44,missing,0,319725,MOUNTJOY STREET,SAINT MARY'S TERRACE,An Lána Fada
LONG LANE,4,5,1,11,3,270,missing,0,326320,HEYTESBURY STREET,NEW STREET SOUTH,An Lána Fada
LONG LANE CLOSE,6,5,4,11,3,0,missing,1995,326320,LONG LANE,missing,Clós an Lána Fada
LONG MILE ROAD,2,4,1,R04,R13,1268,R110,0,,BALFE ROAD,ROBINHOOD ROAD,Bóthar Míle Fada
LONGFORD LANE,7,5,2,10,2,23,missing,0,,LONGFORD STREET GREAT,missing,Lána Longfort
LONGFORD STREET GREAT,4,5,2,10,2,125,missing,0,326315,AUNGIER STREET,GOLDEN LANE,missing
LONGFORD STREET LITTLE,6,5,2,13,5,65,missing,0,326315,DIGGES LANE,AUNGIER STREET,missing
LONG'S PLACE,4,4,2,2,2,260,missing,0,,BOND STREET,OUR LADY'S ROAD,Plás Uí Longáin
LONGWOOD AVENUE,6,5,1,12,4,265,missing,0,326324,WINDSOR TERRACE,SOUTH CIRCULAR ROAD,Ascaill na Feadha Coille
LORCAN AVENUE,6,3,2,6,6,818,missing,0,313212,LORCAN PARK,BALLYSHANNON AVENUE,Ascaill Lorcáin
LORCAN CRESCENT,6,3,2,6,6,610,missing,0,313212,LORCAN PARK,LORCAN AVENUE,missing
LORCAN DRIVE,6,2,2,6,4,528,missing,0,313212,SHANRATH ROAD,missing,Céide Lorcáin
LORCAN GREEN,6,3,2,6,6,464,missing,0,313212,LORCAN AVENUE,BALLYSHANNON AVENUE,Plasóg Lorcáin
LORCAN GROVE,6,3,2,6,6,855,missing,0,,LORCAN AVENUE,missing,Garrán Lorcáin
LORCAN O'TOOLE PARK,4,4,2,10,18,298,missing,0,,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,missing
LORCAN O'TOOLE PARK,3,4,2,10,18,100,missing,0,,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,missing
LORCAN PARK,6,3,2,6,6,267,missing,0,313212,SHANTALLA ROAD,LORCAN CRESCENT,Páirc Lorcáin
LORCAN ROAD,6,2,2,6,4,471,missing,0,313212,LORCAN DRIVE,missing,Bóthar Lorcáin
LORCAN VILLAS,6,3,2,6,6,450,missing,0,313213,LORCAN GREEN,missing,Bailtíní Lorcáin
LORD EDWARD STREET,1.5,5,1,R08,R04,158,N081,0,326310,FISHAMBLE STREET,EXHANGE STREET UPPER,Sráid an Tiarna éadbhard
LORD MAYORS WALK,7,5,4,13,5,0,missing,0,326315,ROYAL HIBERIAN WAY,ANNE STREET SOUTH,missing
LORETO ROAD,6,4,2,2,2,88,missing,0,,MARROWBONE LANE,OUR LADY'S ROAD,Bóthar Loreto
LOTTS,6,1,4,12,12,224,missing,0,,LIFFEY STREET,WILLIAMS ROW,missing
LOUGH CONN AVENUE,6,4,2,1,9,151,missing,0,,LOUGH CONN ROAD,missing,Ascaill Loch Conn
LOUGH CONN DRIVE,6,4,2,1,9,81,missing,0,,ROSSMORE ROAD,LOUGH CONN ROAD,Céide Loch Conn
LOUGH CONN ROAD,6,4,2,1,9,571,missing,0,326207,DRUMFINN ROAD,missing,Bóthar Loch Conn
LOUGH CONN TERRACE,6,4,2,1,9,80,missing,0,326207,LOUGH CONN ROAD,ROSSMORE ROAD,Ardán Loch Conn
LOUGH DERG ROAD,6,3,2,10,10,328,missing,0,313322,EDENMORE ROAD,missing,Bóthar Loch Dearg
LOUIS LANE,7,5,1,3,16,112,missing,0,332805,LEINSTER ROAD,missing,Lána Laoisigh
LOURDES ROAD,6,4,2,2,2,255,missing,0,326313,MORNING STAR ROAD,OUR LADY'S ROAD,Bóthar Lourdes
LOVE LANE EAST,6,5,2,21,13,68,missing,0,,MOUNT STREET LOWER,missing,missing
LOVE LANE NORTH,7,1,2,8,8,69,missing,0,,missing,missing,missing
LUBY ROAD,6,4,1,7,15,154,missing,0,,BULFIN ROAD,EMMET ROAD,Bóthar Uí Lúbaigh
LUCAN ROAD,4,4,1,4,12,910,missing,0,,SAINT LAURENCE ROAD,COUNTY BORO BOUNDARY,Bóthar Leamhcáin
LUKE KELLY BRIDGE,2,1,1,15,8,0,R803,0,319817,BALLYBOUGH ROAD,missing,missing
LUKE STREET,5,5,4,16,8,156,missing,0,,TOWNSEND STREET,GEORGES QUAY,missing
LULLYMORE TERRACE,6,4,2,8,8,166,missing,0,,SAINT ANNE'S ROAD,DONORE AVENUE,Ardán Líolcach Mór
LURGAN STREET,6,1,1,6,6,53,missing,0,326304,LISBURN STREET,KING STREET,Sráid Na Lorgáin
LYNCH'S PLACE,7,1,2,4,4,55,missing,0,319719,PHIBSBOROUGH ROAD,missing,Plás Uí Loinsigh
"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",7,4,3,4,12,218,missing,0,,SAINT LAURENCE ROAD,BALLYFERMOT ROAD,missing
"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",6,4,2,4,12,98,missing,0,,SAINT LAURENCE ROAD,BALLYFERMOT ROAD,missing
LYNDON GATE,6,1,1,10,18,92,missing,0,319716,BLACKHORSE AVENUE,missing,missing
MABBOT LANE,6,1,4,14,14,104,missing,0,326401,TALBOT STREET,RAILWAY PLACE,Lána Mabóid
MABEL STREET,6,1,3,15,8,111,missing,0,,CLONCLIFFE ROAD,FITZROY AVENUE,Sráid Máible
MC MORROUGH ROAD,6,5,2,4,17,44,missing,0,,missing,missing,missing
MACKEN STREET,4,5,1,R10,R06,323,missing,0,,GRAND CANAL STREET LOWER,HANOVER STREET EAST,Sráid ó Maicín
MACKEN STREET,2,5,1,R10,R06,182,R813,0,,GRAND CANAL STREET LOWER,HANOVER STREET EAST,Sráid ó Maicín
MACKIES PLACE,7,5,2,18,10,17,missing,0,313210,WINDSOR PLACE,missing,missing
MACROOM AVENUE,3,3,2,3,3,202,missing,0,313210,GLIN ROAD,GREENCASTLE AVENUE,Ascaill Mhaigh Chromtha
MACROOM ROAD,6,3,2,3,3,43,missing,0,326319,MADDEN ROAD,missing,Bóthar Mhaigh Chromtha
MACROOM ROAD,3,3,2,3,3,720,missing,0,326319,MADDEN ROAD,missing,Bóthar Mhaigh Chromtha
MADISON ROAD,6,4,3,3,3,87,missing,0,326312,SOUTH CIRCULAR ROAD,missing,Bóthar Mac Mhidín
MAGENNIS PLACE,6,5,4,16,8,88,missing,0,,TOWNSEND STREET,PEARSE STREET,Plás Mhic Aonghusa
MAGENNIS PLACE,6,5,2,16,8,71,missing,0,,TOWNSEND STREET,PEARSE STREET,Plás Mhic Aonghusa
MAGENNIS SQUARE,6,5,2,16,8,70,missing,0,326406,PEARSE STREET,MAGENNIS PLACE,Cearnóg Mhic Aonghusa
MAGENTA CRESCENT,6,2,2,6,4,130,missing,0,313211,SWORDS ROAD,MAGENTA HALL,missing
MAGENTA HALL,6,2,2,6,4,512,missing,0,313212,missing,missing,missing
MAIDEN ROW,6,4,3,3,11,138,missing,0,326203,MAIN STREET,CHAPELIZOD ROAD,missing
MAIN STREET,4,2,1,6,6,362,missing,0,313117,MELLOWS ROAD,WELLMOUNT ROAD,missing
MAIN STREET,2,3,1,16,16,168,R809,0,313322,WATERMILL ROAD,HOWTH ROAD,missing
MALACHI PLACE,6,1,3,16,16,23,missing,0,,CHURCH ROAD,EAST WALL,Plás Maelsheachlain
MALACHI ROAD,6,1,3,1,1,126,missing,0,326303,HALLADAY ROAD,JUAN STREET,Bóthar Maelsheachlain
MALAHIDE ROAD,2,3,1,R01,R01,6422,R107,0,313302,FAIRVIEW,COUNTY BORO BOUNDARY,Bóthar Mulach íde
OLD MALAHIDE ROAD,5,3,2,9,9,565,missing,0,313215,BROOKVILLE PARK,MALAHIDE ROAD GREENCASTLE ROAD,missing
OLD MALAHIDE ROAD,5,3,1,9,9,630,missing,0,313311,MALAHIDE ROAD,missing,missing
MALLIN AVENUE,6,4,3,2,2,103,missing,0,326313,CLAKE'S TERRACE,JAMES WALK,Ascaill Uí Mhealláin
GROVE AVENUE,7,5,2,3,16,36,missing,0,326324,GROVE ROAD,missing,missing
MALONE GARDENS,6,5,2,16,29,118,missing,0,,BATH AVENUE,missing,Gairdíní Uí Mhaoileóin
MALPAS PLACE,6,4,2,7,7,29,missing,0,,MALPAS TERRACE,missing,Plás Mhalpais
MALPAS STREET,6,4,1,7,7,129,missing,0,,CLANBRASSIL STREET,BLACKPITTS,Sráid Mhalpais
MALPAS TERRACE,6,4,2,7,7,64,missing,0,326314,MALPAS STREET,FUMBALLY LANE,Ardán Mhalpais
MANDERS TERRACE,6,5,3,7,20,107,missing,0,326421,RANELAGH,missing,missing
MANGERTON ROAD,6,4,2,8,16,679,missing,0,326225,BRANDON ROAD,MOURNE ROAD,Bóthar Mangartha
MANNIX ROAD,5,1,3,13,21,231,missing,0,319715,BOTANIC AVENUE,missing,Bóthar ó Mainchín
MANOR DRIVE,6,3,2,4,4,95,missing,0,313308,ARDARA AVENUE,missing,missing
MANOR PLACE,3,1,1,1,1,250,missing,0,319723,OXMANTOWN ROAD,MANOR STREET,Plás an Mhanéir
MANOR STREET,2,1,1,R06,R06,397,R805,0,319723,AUGHRIM STREET,STONYBATTER,Sráid an Mhanéir
MAOLBUILLE ROAD,6,2,2,7,7,220,missing,0,313120,SAINT PAPPINS ROAD,CLONMEL ROAD,missing
MAPLE DRIVE,6,4,2,12,25,88,missing,0,332808,THE CLOISTERS,missing,missing
MAQUAY BRIDGE,2,5,1,R13,R24,38,R815,0,,GRAND CANAL STREET UPPER,GLANWILLIAM PLACE,missing
MARGARET PLACE,6,5,2,16,29,143,missing,0,,BATH AVENUE,missing,Plás Maighréad
MARGUERITE ROAD,6,1,3,13,21,215,missing,0,319715,BOTANIC ROAD,missing,Bóthar Mairgréide
MARIGOLD AVENUE,6,3,1,2,2,0,missing,0,313306,MARIGOLD ROAD,missing,Ascaill an Bhuíáin
MARIGOLD COURT,6,3,1,,,0,missing,0,313306,MARIGOLD AVENUE,missing,Cúirt an Bhuíáin
MARIGOLD CRESCENT,6,3,1,2,2,0,missing,0,313306,MARIGOLD ROAD,missing,Corrán an Bhuíáin
MARIGOLD GROVE,6,3,1,2,2,0,missing,0,,MARIGOLD ROAD,missing,Garrán an Bhuíáin
MARIGOLD PARK,6,3,1,2,2,0,missing,0,313301,MARIGOLD AVENUE,missing,Páirc an Bhuíáin
MARIGOLD ROAD,6,3,1,2,2,0,missing,0,313306,MARIGOLD CRESCENT,PRIORSWOOD ROAD,Bóthar an Bhuíáin
MARINE DRIVE,5,5,1,17,30,240,missing,0,326419,BEACH ROAD,SANDYMOUNT ROAD,Céide na Mara
MARINO AVENUE,6,3,2,15,17,116,missing,0,319813,MALAHIDE ROAD,CECIL AVENUE,Ascaill Mhuiríne
MARINO COURT,6,3,1,15,17,0,missing,0,319812,FAIRVIEW AVENUE LOWER,missing,Cúirt Mhuiríne
MARINO CRESCENT,6,3,3,14,14,248,missing,0,,FAIRVIEW,HOWTH ROAD,Céide Mhuiríne
MARINO GREEN,6,3,1,15,17,338,missing,0,,MARINO PARK,missing,Plasóg Mhuiríne
MARINO MART,3,3,1,15,17,64,missing,0,319813,HAVERTY ROAD,FAIRVIEW,Marglann Mhuiríne
MARINO PARK,6,3,1,15,17,322,missing,0,,CROYDON PARK AVENUE,missing,Páirc Mhuiríne
MARINO PARK,3,3,1,15,17,108,missing,0,,CROYDON PARK AVENUE,missing,Páirc Mhuiríne
MARINO PARK AVENUE,3,3,1,15,17,140,missing,0,319813,HAVERTY ROAD,MARINO PARK,Ascaill Páirc Mhuiríne
MARION VILLAS,6,4,2,6,6,59,missing,0,,CORK STREET,missing,Bailtíní Mhuire
MARK STREET,5,5,3,16,8,36,missing,0,,TOWNSEND STREET,PEARSE STREET,Sráid Marcuis
MARK STREET,5,5,2,16,8,85,missing,0,,TOWNSEND STREET,PEARSE STREET,Sráid Marcuis
MARKET STREET SOUTH,4,4,4,2,2,77,missing,0,,ROBERT STREET,GRAND CANAL PLACE,Sráid an Mhargaidh Theas
MARK'S ALLEY WEST,6,4,2,6,6,114,missing,0,,FRANCIS STREET,HANOVER STREET WEST,missing
MARK'S LANE,7,5,3,16,8,164,missing,0,,MARK STREET,TOWNLAND STREET EAST,missing
MARLBOROUGH CLOSE,7,5,2,11,24,224,missing,0,,MARLBOROUGH ROAD,MOREHAMPTON TERRACE,missing
MARLBOROUGH LANE,7,5,2,11,24,68,missing,0,,MARLBOROUGH ROAD,missing,Lána Marlborough
MARLBOROUGH MEWS,7,1,2,10,18,0,missing,0,319720,NORTH CIRCULAR ROAD,MARLBOROUGH ROAD,Eachlann Marlborough
MARLBOROUGH PLACE,6,1,2,15,15,135,missing,0,326401,MARLBOROUGH STREET,missing,Plás Marlborough
MARLBOROUGH ROAD,5,5,1,11,24,547,missing,0,319722,NORTH CIRCULAR ROAD,missing,Bóthar Marlborough
MARLBOROUGH ROAD,6,1,3,11,19,152,missing,0,332902,MOREHAMPTON ROAD,SANDFORD ROAD,Bóthar Marlborough
MARLBOROUGH STREET,4,1,1,15,15,231,missing,0,,EDEN QUAY,PARNELL STREET,Sráid MarlboroughMaoilbhríde
MARLBOROUGH STREET,4,1,1,15,15,370,missing,0,,EDEN QUAY,PARNELL STREET,Sráid MarlboroughMaoilbhríde
